X,Y,Numero,Nom,MoyenTrans,Altitude,NumeroComm,NomCommune,y_Coord_Es,x_Coord_No
521162,166604,8570154,"Mont-la-Ville, poste",Bus,835,5491,Mont-la-Ville,521162.000000000000000,166604.000000000000000
517575,158950,8570114,"Mollens VD, village",Bus,739,5431,Mollens (VD),517575.000000000000000,158950.000000000000000
554044,146826,8504967,"Corseaux, D?lassement",Bus,422,5883,Corseaux,554044.000000000000000,146826.000000000000000
515277,147666,8579223,"Mont-sur-Rolle, La Ferme",Bus,548,5859,Mont-sur-Rolle,515277.000000000000000,147666.000000000000000
515348,148396,8579690,"Mont-sur-Rolle, Sans Souci",Bus,702,5859,Mont-sur-Rolle,515348.000000000000000,148396.000000000000000
512909,143702,8579649,"Bursinel, village",Bus,428,5852,Bursinel,512909.000000000000000,143702.000000000000000
518000,167000,8570158,"Mollendruz, col",Bus,1174,5491,Mont-la-Ville,518000.000000000000000,167000.000000000000000
537664,182372,8594013,"Montagny-pr?s-Yverdon, Chamard",Bus,434,5922,Montagny-pr?s-Yverdon,537664.000000000000000,182372.000000000000000
547588,155902,8591972,"Forel (Lavaux), Bourg-Pilettes",Bus,783,5604,Forel (Lavaux),547588.000000000000000,155902.000000000000000
537538,182474,8594010,"Montagny-p.-Yv., Chamard poste",Bus,435,5922,Montagny-pr?s-Yverdon,537538.000000000000000,182474.000000000000000
541755,154852,8587550,"Montblesson, La Perronnaz",Bus,700,5586,Lausanne,541755.000000000000000,154852.000000000000000
503381,129986,8595173,"Coppet, route de Tannay",Bus,400,5712,Coppet,503381.000000000000000,129986.000000000000000
553454,146907,8579159,"Corseaux, village",Bus,439,5883,Corseaux,553454.000000000000000,146907.000000000000000
515305,147396,8579224,"Mont-sur-Rolle,Maison de Ville",Bus,503,5859,Mont-sur-Rolle,515305.000000000000000,147396.000000000000000
538893,150902,8592197,"Pully, Tour Haldimand",Bus,384,5590,Pully,538893.000000000000000,150902.000000000000000
568839,199724,8570528,"Montet (Vully), village",Bus,475,5456,Cudrefin,568839.000000000000000,199724.000000000000000
518018,150291,8579082,"Montherod, Battoir",Bus,585,5432,Montherod,518018.000000000000000,150291.000000000000000
554978,147550,8579173,"Corsier-sur-Vevey, Sous-Nant",Bus,541,5884,Corsier-sur-Vevey,554978.000000000000000,147550.000000000000000
559737,142664,8593942,"Montreux, Th??tre Mtx Riviera",Bus,429,5886,Montreux,559737.000000000000000,142664.000000000000000
559595,143293,8593934,"Montreux, Les Taux",Bus,477,5886,Montreux,559595.000000000000000,143293.000000000000000
519875,161075,8570111,"Montricher, gare",Bus,676,5492,Montricher,519875.000000000000000,161075.000000000000000
560636,138717,8570581,"Villeneuve VD, gare",Bus,375,5414,Villeneuve (VD),560636.000000000000000,138717.000000000000000
547242,153401,8582773,"Forel (Lavaux), Le Plane",Bus,713,5604,Forel (Lavaux),547242.000000000000000,153401.000000000000000
571843,129985,8530044,Col-de-Bretaye TCBC,Telepherique,1783,5409,Ollon,571843.000000000000000,129985.000000000000000
528102,152128,8592263,"Morges, de Beausobre",Bus,380,5642,Morges,528102.000000000000000,152128.000000000000000
572314,136089,8570621,"La Comballaz, Le Pilet",Bus,1323,5410,Ormont-Dessous,572314.000000000000000,136089.000000000000000
557770,150848,8504955,"Monts-de-Corsier, Banderette",Bus,797,5884,Corsier-sur-Vevey,557770.000000000000000,150848.000000000000000
546132,158503,8579240,"Montpreveyres, Balances",Bus,801,5792,Montpreveyres,546132.000000000000000,158503.000000000000000
550764,168112,8592165,"Moudon, Sorbiers",Bus,530,5678,Moudon,550764.000000000000000,168112.000000000000000
526966,151639,8591836,"Morges, Patinoire",Bus,407,5642,Morges,526966.000000000000000,151639.000000000000000
527939,151582,8579229,"Morges, Saint-Louis",Bus,381,5642,Morges,527939.000000000000000,151582.000000000000000
518744,161323,8583297,"Montricher, Petit Faubourg",Bus,716,5492,Montricher,518744.000000000000000,161323.000000000000000
527940,151730,8570089,"Morges, P?quis",Bus,375,5642,Morges,527940.000000000000000,151730.000000000000000
527513,151973,8592257,"Morges, Banc-Vert",Bus,396,5642,Morges,527513.000000000000000,151973.000000000000000
564504,134391,8580398,"Corbeyrier, Caf? de Luan",Bus,1225,5404,Corbeyrier,564504.000000000000000,134391.000000000000000
526611,151500,8570081,"Morges, Vog?az",Bus,402,5642,Morges,526611.000000000000000,151500.000000000000000
526400,151338,8592270,"Morges, Les Emetaux",Bus,423,5642,Morges,526400.000000000000000,151338.000000000000000
539412,160294,8591943,"Cugy VD, B?rallaz",Bus,698,5516,Cugy (VD),539412.000000000000000,160294.000000000000000
551294,168719,8570393,"Moudon, gare",Bus,511,5678,Moudon,551294.000000000000000,168719.000000000000000
538992,160050,8570164,"Cugy VD, Le Moulin",Bus,700,5516,Cugy (VD),538992.000000000000000,160050.000000000000000
545777,192594,8507691,"Mutrux, anc. poste",Bus,748,5563,Mutrux,545777.000000000000000,192594.000000000000000
547787,155252,8591974,"Forel (Lavaux), Grenet",Bus,745,5604,Forel (Lavaux),547787.000000000000000,155252.000000000000000
553034,175290,8583314,"Forel-sur-Lucens, Dessous",Bus,677,5672,Forel-sur-Lucens,553034.000000000000000,175290.000000000000000
548045,155053,8593855,"Forel (Lavaux), ch. Rochettaz",Bus,728,5604,Forel (Lavaux),548045.000000000000000,155053.000000000000000
552296,146922,8579155,"Corseaux, Chatacombe",Bus,429,5883,Corseaux,552296.000000000000000,146922.000000000000000
549600,156600,8587545,"Essertes, Le Pralet",Bus,737,5788,Essertes,549600.000000000000000,156600.000000000000000
516214,153670,8570121,"Bi?re, La Tuilerie",Bus,676,5425,Bi?re,516214.000000000000000,153670.000000000000000
507438,137730,8519325,Nyon [gare souterraine],CheminFer,395,5724,Nyon,507438.000000000000000,137730.000000000000000
534825,152975,8595521,"Lausanne, Bourdonnette nord",Bus,394,5586,Lausanne,534825.000000000000000,152975.000000000000000
507726,161392,8595467,"Orient, Paul Golay",Bus,1028,5872,Le Chenit,507726.000000000000000,161392.000000000000000
567462,118813,8570666,"Lavey-Village, poste",Bus,438,5406,Lavey-Morcles,567462.000000000000000,118813.000000000000000
536282,152609,8592106,"Lausanne, Provence sud",Bus,432,5586,Lausanne,536282.000000000000000,152609.000000000000000
520655,150553,8504653,"Lavigny, caf?",Bus,522,5637,Lavigny,520655.000000000000000,150553.000000000000000
537027,153210,8592119,"Lausanne, St-Paul",Bus,498,5586,Lausanne,537027.000000000000000,153210.000000000000000
508891,156383,8570022,"Le Marchairuz, col",Bus,1443,5872,Le Chenit,508891.000000000000000,156383.000000000000000
538314,158063,8592142,"Le Mont-sur-Lausanne, Foug?res",Bus,713,5587,Le Mont-sur-Lausanne,538314.000000000000000,158063.000000000000000
538450,156789,8579235,"Le Mont-sur-Lausanne, Coppoz",Bus,702,5587,Le Mont-sur-Lausanne,538450.000000000000000,156789.000000000000000
538121,155324,8592143,"Le Mont-sur-Lausanne, Martines",Bus,642,5587,Le Mont-sur-Lausanne,538121.000000000000000,155324.000000000000000
538097,155688,8592140,"Le Mont-sur-Lausanne, C?tes",Bus,659,5587,Le Mont-sur-Lausanne,538097.000000000000000,155688.000000000000000
538305,156124,8587853,"Le Mont-s.-Laus., Petit-Mont",Bus,685,5587,Le Mont-sur-Lausanne,538305.000000000000000,156124.000000000000000
507100,137600,8579305,"Nyon, CESSOUEST",Bus,406,5724,Nyon,507100.000000000000000,137600.000000000000000
547875,157300,8570419,"Les Cullayes, Pra la T?te",Bus,801,5799,Servion,547875.000000000000000,157300.000000000000000
578193,133351,8501978,"Les Diablerets, poste",Bus,1156,5411,Ormont-Dessus,578193.000000000000000,133351.000000000000000
583568,134247,8571277,"Les Diablerets, La Marche",Bus,1441,5411,Ormont-Dessus,583568.000000000000000,134247.000000000000000
510560,141381,8581930,"Gland, Mauverney",Bus,404,5721,Gland,510560.000000000000000,141381.000000000000000
559332,142715,8501077,Montreux CGN,Bateau,373,5886,Montreux,559332.000000000000000,142715.000000000000000
546305,168783,8507661,"Chapelle-sur-Moudon, poste",Bus,764,5693,Montanaire,546305.000000000000000,168783.000000000000000
566555,132375,8595107,"Leysin, Esplanade-Kumon",Bus,1383,5407,Leysin,566555.000000000000000,132375.000000000000000
567574,132994,8501467,Leysin TLSA,Telepherique,1310,5407,Leysin,567574.000000000000000,132994.000000000000000
543327,151458,8593856,"Lutry, Bossi?res",Bus,567,5606,Lutry,543327.000000000000000,151458.000000000000000
501529,137320,8593872,"Crassier, La Scie du Verger",Bus,491,5714,Crassier,501529.000000000000000,137320.000000000000000
539062,152109,8592009,"Lausanne, Chandolin",Bus,511,5586,Lausanne,539062.000000000000000,152109.000000000000000
544460,150639,8582779,"Grandvaux, Le Signal",Bus,672,5613,Bourg-en-Lavaux,544460.000000000000000,150639.000000000000000
571572,123242,8504691,"Freni?res-sur-Bex, bif.",Bus,868,5402,Bex,571572.000000000000000,123242.000000000000000
538179,151892,8592020,"Lausanne, Closelet",Bus,444,5586,Lausanne,538179.000000000000000,151892.000000000000000
558491,143390,8593918,"Clarens, rue du Port",Bus,376,5886,Montreux,558491.000000000000000,143390.000000000000000
539690,185001,8575769,"Grandson, Born? Nau",Bus,476,5561,Grandson,539690.000000000000000,185001.000000000000000
568309,196359,8570521,"Salavaux, poste",Bus,435,5464,Vully-les-Lacs,568309.000000000000000,196359.000000000000000
506940,138206,8593885,"Nyon, La Levratte",Bus,415,5724,Nyon,506940.000000000000000,138206.000000000000000
507452,137558,8593874,"Nyon, centre ville",Bus,398,5724,Nyon,507452.000000000000000,137558.000000000000000
541012,151453,8595191,"Pully,Centre Sportif Rochettaz",Bus,450,5590,Pully,541012.000000000000000,151453.000000000000000
558551,136882,8570587,"Noville, poste",Bus,374,5408,Noville,558551.000000000000000,136882.000000000000000
553712,146546,8501250,Vevey (funi),Funiculaire,389,5890,Vevey,553712.000000000000000,146546.000000000000000
506492,137656,8593893,"Nyon, route de Divonne",Bus,419,5724,Nyon,506492.000000000000000,137656.000000000000000
505858,137265,8593895,"Nyon, route du Boiron",Bus,418,5724,Nyon,505858.000000000000000,137265.000000000000000
508066,137612,8595599,"Nyon, Usine ? Gaz",Bus,378,5724,Nyon,508066.000000000000000,137612.000000000000000
507549,137762,8570000,"Nyon, gare",Bus,406,5724,Nyon,507549.000000000000000,137762.000000000000000
556051,145661,8593968,"La Tour-de-Peilz, Sichoz",Bus,448,5889,La Tour-de-Peilz,556051.000000000000000,145661.000000000000000
507102,138729,8593887,"Nyon, Le Groseillier",Bus,427,5724,Nyon,507102.000000000000000,138729.000000000000000
507510,162325,8501157,Sentier-Orient,CheminFer,1013,5872,Le Chenit,507510.000000000000000,162325.000000000000000
557156,145915,8593911,"Blonay, Novalles",Bus,521,5881,Blonay,557156.000000000000000,145915.000000000000000
533869,154252,8593869,"Chavannes-pr?s-Renens,Glycines",Bus,416,5627,Chavannes-pr?s-Renens,533869.000000000000000,154252.000000000000000
561939,185509,8504134,Payerne,CheminFer,452,5822,Payerne,561939.000000000000000,185509.000000000000000
528185,172929,8583451,"Bofflens, Sur Chaumy",Bus,572,5747,Bofflens,528185.000000000000000,172929.000000000000000
551335,169281,8570339,"Moudon, La Prairie",Bus,531,5678,Moudon,551335.000000000000000,169281.000000000000000
557466,172313,8570471,"Pr?vonloup, poste",Bus,741,5683,Pr?vonloup,557466.000000000000000,172313.000000000000000
557550,172125,8570470,"Pr?vonloup, caf?",Bus,746,5683,Pr?vonloup,557550.000000000000000,172125.000000000000000
542439,152130,8588437,"Lutry, Cr?t-des-Pierres",Bus,639,5606,Lutry,542439.000000000000000,152130.000000000000000
506407,138457,8595598,"Nyon, Petite Prairie",Bus,431,5724,Nyon,506407.000000000000000,138457.000000000000000
529954,152437,8588898,"Pr?verenges, Capellan",Bus,405,5643,Pr?verenges,529954.000000000000000,152437.000000000000000
539504,184558,8570253,"Grandson, place du Ch?teau",Bus,447,5561,Grandson,539504.000000000000000,184558.000000000000000
506287,147518,8582138,"Bassins, Colonie",Bus,864,5703,Bassins,506287.000000000000000,147518.000000000000000
559594,143040,8593921,"Montreux, Ballallaz",Bus,462,5886,Montreux,559594.000000000000000,143040.000000000000000
536929,182482,8594011,"Montagny-p.-Yv., Clos Lucens",Bus,448,5922,Montagny-pr?s-Yverdon,536929.000000000000000,182482.000000000000000
558935,143502,8593937,"Montreux, Rambert",Bus,430,5886,Montreux,558935.000000000000000,143502.000000000000000
508340,138025,8588670,"Prangins, La Banderolle",Bus,378,5725,Prangins,508340.000000000000000,138025.000000000000000
509150,139275,8588685,"Prangins, h?pital",Bus,403,5725,Prangins,509150.000000000000000,139275.000000000000000
555875,144862,8593973,"La Tour-de-Pz,Entre-Deux-Cr?ts",Bus,405,5889,La Tour-de-Peilz,555875.000000000000000,144862.000000000000000
540399,180482,8594041,"Yverdon-les-Bains, La Colline",Bus,503,5938,Yverdon-les-Bains,540399.000000000000000,180482.000000000000000
534014,165689,8570186,"Oulens-sous-Echallens,Gd Salle",Bus,586,5529,Oulens-sous-Echallens,534014.000000000000000,165689.000000000000000
551781,172310,8570361,"Oulens-sur-Lucens, La Crausaz",Bus,608,5675,Lucens,551781.000000000000000,172310.000000000000000
544566,166494,8570218,"Montaubion, crois?e",Bus,752,5804,Jorat-Menthue,544566.000000000000000,166494.000000000000000
539374,153068,8592136,"Lausanne, Virgile-Rossel",Bus,574,5586,Lausanne,539374.000000000000000,153068.000000000000000
506244,135417,8593871,"Crans-pr?s-C?ligny, Les Landes",Bus,382,5713,Crans-pr?s-C?ligny,506244.000000000000000,135417.000000000000000
502599,137063,8579313,"Borex, ?cole intercommunale",Bus,479,5706,Borex,502599.000000000000000,137063.000000000000000
508486,143915,8501851,"Begnins, poste",Bus,538,5704,Begnins,508486.000000000000000,143915.000000000000000
541534,172521,8504759,"Pailly, village",Bus,649,5530,Pailly,541534.000000000000000,172521.000000000000000
518627,149297,8570045,"Aubonne, Curzilles",Bus,542,5422,Aubonne,518627.000000000000000,149297.000000000000000
508308,144403,8570026,"Begnins, La Chataigneraie",Bus,597,5704,Begnins,508308.000000000000000,144403.000000000000000
553318,156148,8504789,"Pal?zieux-Village, centre",Bus,634,5805,Oron,553318.000000000000000,156148.000000000000000
537907,151513,8592026,"Lausanne, Croix d'Ouchy",Bus,412,5586,Lausanne,537907.000000000000000,151513.000000000000000
582168,145117,8530033,Les Gouilles,Telepherique,2010,5843,Rougemont,582168.000000000000000,145117.000000000000000
507807,137648,8593899,"Nyon, rue St-Jean",Bus,398,5724,Nyon,507807.000000000000000,137648.000000000000000
506335,138068,8595596,"Nyon, Fontaine",Bus,423,5724,Nyon,506335.000000000000000,138068.000000000000000
513163,151595,8579086,"Gimel, La Vernette",Bus,735,5428,Gimel,513163.000000000000000,151595.000000000000000
569035,123755,8570647,"Bex, route des Monts bif.",Bus,595,5402,Bex,569035.000000000000000,123755.000000000000000
507662,138516,8570008,"Nyon, La Redoute",Bus,419,5724,Nyon,507662.000000000000000,138516.000000000000000
540659,150950,8592199,"Pully, Vignes",Bus,385,5590,Pully,540659.000000000000000,150950.000000000000000
533201,155270,8591935,"Crissier, Arc-en-Ciel",Bus,415,5583,Crissier,533201.000000000000000,155270.000000000000000
547575,156208,8592235,"Savigny, Talliaz",Bus,796,5611,Savigny,547575.000000000000000,156208.000000000000000
558314,146185,8501281,Blonay,CheminFer,620,5881,Blonay,558314.000000000000000,146185.000000000000000
508075,138825,8588674,"Prangins, Les M?l?zes",Bus,418,5725,Prangins,508075.000000000000000,138825.000000000000000
508775,139350,8588681,"Prangins, Les Morettes",Bus,412,5725,Prangins,508775.000000000000000,139350.000000000000000
506125,159895,8595462,"Le Brassus,ancienne imprimerie",Bus,1021,5872,Le Chenit,506125.000000000000000,159895.000000000000000
536308,153887,8592181,"Prilly, Huttins",Bus,484,5589,Prilly,536308.000000000000000,153887.000000000000000
535854,154305,8592192,"Prilly, Perr?az",Bus,481,5589,Prilly,535854.000000000000000,154305.000000000000000
545552,193368,8507955,"Provence, poste",Bus,773,5566,Provence,545552.000000000000000,193368.000000000000000
548600,149875,8570568,"Puidoux, Logis du Pont",Bus,614,5607,Puidoux,548600.000000000000000,149875.000000000000000
573983,133603,8517485,Sur-le-Buis,CheminFer,1124,5411,Ormont-Dessus,573983.000000000000000,133603.000000000000000
568106,200530,8570530,"Cudrefin, place de la Tour",Bus,434,5456,Cudrefin,568106.000000000000000,200530.000000000000000
526077,171898,8570224,"Croy, anc. Battoir",Bus,657,5752,Croy,526077.000000000000000,171898.000000000000000
539792,151117,8588442,"Pully, ch. des Osches",Bus,422,5590,Pully,539792.000000000000000,151117.000000000000000
541035,151463,8593851,"Pully, La Paud?ze",Bus,449,5590,Pully,541035.000000000000000,151463.000000000000000
540695,151962,8588448,"Pully, ch. des Boverattes",Bus,422,5590,Pully,540695.000000000000000,151962.000000000000000
541910,164532,8570211,"Poliez-Pittet, Les Roches",Bus,723,5533,Poliez-Pittet,541910.000000000000000,164532.000000000000000
542710,180155,8570321,"Cuarny, ?glise",Bus,579,5911,Cuarny,542710.000000000000000,180155.000000000000000
545207,173545,8570397,"Ogens, village",Bus,632,5680,Ogens,545207.000000000000000,173545.000000000000000
527996,151218,8501228,Morges CGN,Bateau,373,5642,Morges,527996.000000000000000,151218.000000000000000
551503,158075,8570458,"Vuibroye, village",Bus,635,5805,Oron,551503.000000000000000,158075.000000000000000
537699,186740,8582422,"Fiez, coll?ge",Bus,535,5556,Fiez,537699.000000000000000,186740.000000000000000
504188,136690,8579310,Arnex-sur-Nyon,Bus,458,5701,Arnex-sur-Nyon,504188.000000000000000,136690.000000000000000
540818,181074,8594051,"Yverdon-les-Bains, L'Orient",Bus,475,5938,Yverdon-les-Bains,540818.000000000000000,181074.000000000000000
524966,148637,8589262,"St-Prex, Taillecou sud",Bus,382,5646,Saint-Prex,524966.000000000000000,148637.000000000000000
545173,189211,8583309,"Concise, village",Bus,445,5554,Concise,545173.000000000000000,189211.000000000000000
519014,173904,8579088,"Vallorbe, poste",Bus,750,5764,Vallorbe,519014.000000000000000,173904.000000000000000
